char 1, char2, index, text
Thoren-Smallwood (Smallwood), Ottyn-Wythers (Ser-Ottyn-Wythers), 7287, "may be lost; never to come again;" Smallwood was saying to anyone who would listen. Against that; Ser-Ottyn-Wythers"
Thoren-Smallwood (Smallwood), Jeor-Mormont (Lord-Mormont), 7613, "slays his foe; not cringing behind a shield."  Neither Smallwood nor Wythers had the command; though. Lord-Mormont"
Qhorin-Halfhand (Qhorin-Halfhand), Jon-Snow (Jon-Snow), 7763, "other scouts; for Jarman Buckwell and the men whod climbed the Giant Stair; and for Qhorin-Halfhand and Jon-Snow"
Jon-Snow (Jon-Snow), Qhorin-Halfhand (Halfhand), 7828, "Giant Stair; and for Qhorin-Halfhand and Jon-Snow; whod gone to probe the Skirling Pass. Buckwell and the Halfhand"
Qhorin-Halfhand (Halfhand), Chett (Chett), 7883, "to probe the Skirling Pass. Buckwell and the Halfhand were late in returning; though. Dead; most like. Chett"
Chett (Chett), Jon-Snow (Jon-Snow), 7901, "the Skirling Pass. Buckwell and the Halfhand were late in returning; though. Dead; most like. Chett pictured Jon-Snow"
Qhorin-Halfhand (Halfhand), Jon-Snow (Jon-Snow), 7901, "the Skirling Pass. Buckwell and the Halfhand were late in returning; though. Dead; most like. Chett pictured Jon-Snow"
Donnel-Hill (Donnel-Hill), Karl (Clubfoot-Karl), 8494, "before slipping off into the dark; hed turn them loose among the horse lines; after Sweet-Donnel-Hill and Clubfoot-Karl"
Chett (Chett), Paul (Small-Paul), 9107, "but not so many that they couldnt keep the secret. Chett had recruited most of them himself. Small-Paul"
Chett (Chett), Aemon-Targaryen (Maester-Aemon), 9561, "inside them.  The plan was Chett. He was the clever one; hed been steward to old Maester-Aemon"
Aemon-Targaryen (Maester-Aemon), Jon-Snow (Jon-Snow), 9610, "was the clever one; hed been steward to old Maester-Aemon for four good years before that bastard Jon-Snow"
Samwell-Tarly (Sam-Tarly), Jon-Snow (Lord-Snow), 9766, "pig of a friend. When he killed Sam-Tarly tonight; he planned to whisper; "Give my love to Lord-Snow"
Jon-Snow (Lord-Snow), Samwell-Tarly (Ser-Piggy), 9812, "tonight; he planned to whisper; "Give my love to Lord-Snow;" right in his ear before he sliced Ser-Piggy"
Paul (Small-Paul), Jeor-Mormont (Old-Bear), 10272, "and shoo the birds away; so no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear"
Jeor-Mormont (Old-Bear), Dirk (Dirk), 10278, "shoo the birds away; so no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear; Dirk"
Paul (Small-Paul), Dirk (Dirk), 10278, "shoo the birds away; so no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear; Dirk"
Dirk (Dirk), Lark (Lark), 10303, "no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark"
Jeor-Mormont (Old-Bear), Lark (Lark), 10303, "no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark"
Paul (Small-Paul), Lark (Lark), 10303, "no messages reached the Wall. Softfoot and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark"
Dirk (Dirk), Bannen (Bannen), 10340, "and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen"
Jeor-Mormont (Old-Bear), Bannen (Bannen), 10340, "and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen"
Lark (Lark), Bannen (Bannen), 10340, "and Small-Paul would kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen"
Bannen (Bannen), Dywen (Dywen), 10354, "kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen and old Dywen"
Dirk (Dirk), Dywen (Dywen), 10354, "kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen and old Dywen"
Jeor-Mormont (Old-Bear), Dywen (Dywen), 10354, "kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen and old Dywen"
Lark (Lark), Dywen (Dywen), 10354, "kill the Old-Bear; Dirk would do Blane; and Lark and his cousins would silence Bannen and old Dywen"
Donnel-Hill (Sweet-Donnel), Karl (Clubfoot-Karl), 10477, "keep them from sniffing after their trail. Theyd been caching food for a fortnight; and Sweet-Donnel and Clubfoot-Karl"
Donnel-Hill (Sweet-Donnel), Ottyn-Wythers (Ser-Ottyn-Wythers), 10565, "fortnight; and Sweet-Donnel and Clubfoot-Karl would have the horses ready. With Mormont dead; command would pass to Ser-Ottyn-Wythers"
Karl (Clubfoot-Karl), Ottyn-Wythers (Ser-Ottyn-Wythers), 10565, "fortnight; and Sweet-Donnel and Clubfoot-Karl would have the horses ready. With Mormont dead; command would pass to Ser-Ottyn-Wythers"
Lark (Lark), Chett (Chett), 12374, "at twelve-for-a-penny.  Lark could go home if he liked; and the damn Tyroshi too; but not Chett"
Craster (Craster), Chett (Chett), 13012, "Half them wives were as old and ugly as Craster; but that didnt matter. The old ones Chett"
Craster (Craster), Paul (Small-Paul), 13198, "pigs; while the young ones warmed his bed and bore his children. Craster wouldnt object; not once Small-Paul"
Craster (Craster), Chett (Chett), 13236, "bore his children. Craster wouldnt object; not once Small-Paul gave him a hug.  The only women Chett"
Paul (Small-Paul), Chett (Chett), 13236, "bore his children. Craster wouldnt object; not once Small-Paul gave him a hug.  The only women Chett"
Walder-Rivers (Walder-Rivers), Chett (Chett), 14065, "himself to do the judging. Hed sent one of his bastards; that Walder-Rivers; and the next thing Chett"
Thoren-Smallwood (Thoren-Smallwood), Ottyn-Wythers (Ser-Ottyn), 14799, "want is to get back whole. Thoren-Smallwood now; hed want to press on with the attack; but Ser-Ottyn"
Ottyn-Wythers (Ser-Ottyn), Mallador-Locke (Ser-Mallador-Locke), 15168, "new thought; and for a moment it tempted him. But they would need to kill Ser-Ottyn and Ser-Mallador-Locke"
Mallador-Locke (Ser-Mallador-Locke), Thoren-Smallwood (Smallwood), 15194, "moment it tempted him. But they would need to kill Ser-Ottyn and Ser-Mallador-Locke as well to give Smallwood"
Ottyn-Wythers (Ser-Ottyn), Thoren-Smallwood (Smallwood), 15194, "moment it tempted him. But they would need to kill Ser-Ottyn and Ser-Mallador-Locke as well to give Smallwood"
Chett (Chett), Paul (Small-Paul), 15313, "of them were well-attended day and night � no; the risk was too great.  "Chett;" said Small-Paul"
Jeor-Mormont (Old-Bear), Paul (Small-Paul), 15542, "last thing he needed now was some mutton-head going on about a bird.  "The Old-Bear raven;" Small-Paul"
Lark (Lark-the-Sisterman), Paul (Small-Paul), 15799, "man said. "But that a talking bird. What if it tells what we did?"  Lark-the-Sisterman laughed. "Small-Paul"
Paul (Paul), Chett (Chett), 15911, "a castle wall;" he mocked.  "You shut up with that;" said Small-Paul dangerously.  "Paul;" said Chett"
Lark (Lark), Paul (Small-Paul), 16302, "to shut him up.  "We can always eat him if we get hungry;" offered Lark.  Small-Paul"
Paul (Small-Paul), Lark (Lark), 16356, "we get hungry;" offered Lark.  Small-Paul clouded up again. "Best not try and eat my bird; Lark"
Lark (Lark), Chett (Chett), 16375, "Lark.  Small-Paul clouded up again. "Best not try and eat my bird; Lark. Best not."  Chett"
Paul (Small-Paul), Chett (Chett), 16375, "Lark.  Small-Paul clouded up again. "Best not try and eat my bird; Lark. Best not."  Chett"
Lark (Lark), Samwell-Tarly (Ser-Piggy), 16824, "at them. "Look;" said Lark. "A pig with a bow."  Sure enough; the nearest bowman was Ser-Piggy"
Samwell-Tarly (Ser-Piggy), Aemon-Targaryen (Maester-Aemon), 16889, "Sure enough; the nearest bowman was Ser-Piggy himself; the fat boy who had stolen his place with Maester-Aemon"
Aemon-Targaryen (Maester-Aemon), Samwell-Tarly (Samwell-Tarly), 16922, "was Ser-Piggy himself; the fat boy who had stolen his place with Maester-Aemon. Just the sight of Samwell-Tarly"
Samwell-Tarly (Samwell-Tarly), Aemon-Targaryen (Maester-Aemon), 16974, "had stolen his place with Maester-Aemon. Just the sight of Samwell-Tarly filled him with anger. Stewarding for Maester-Aemon"
Clydas (Clydas), Chett (Chett), 17113, "The old blind man was undemanding; and Clydas had taken care of most of his wants anyway. Chett"
Grenn (Grenn), Jon-Snow (Lord-Snow), 18361, "was snowing; what did they expect?"  "The wind took that one;" said Grenn; another friend of Lord-Snow"
Grenn (Grenn), Samwell-Tarly (Sam), 18395, ""The wind took that one;" said Grenn; another friend of Lord-Snow. "Try to hold the bow steady; Sam"
Jon-Snow (Lord-Snow), Samwell-Tarly (Sam), 18395, ""The wind took that one;" said Grenn; another friend of Lord-Snow. "Try to hold the bow steady; Sam"
Samwell-Tarly (Ser-Piggy), Chett (Chett), 18873, "believe my tongue is freezing to the roof of my mouth."  Ser-Piggy lowered the bow; and Chett"
Chett (Chett), Notch (Notch), 18935, "Ser-Piggy lowered the bow; and Chett thought he was going to start bawling. "It too hard."  "Notch"
Notch (Notch), Grenn (Grenn), 18965, "Chett thought he was going to start bawling. "It too hard."  "Notch; draw; and loose;" said Grenn"
Samwell-Tarly (Ser-Piggy), Grenn (Grenn), 19306, "struck the charcoal outline low in the chest and hung quivering. "I hit him." Ser-Piggy sounded shocked. "Grenn"
Grenn (Grenn), Edd-Tollett (Edd), 19324, "low in the chest and hung quivering. "I hit him." Ser-Piggy sounded shocked. "Grenn; did you see? Edd"
Samwell-Tarly (Ser-Piggy), Edd-Tollett (Edd), 19324, "low in the chest and hung quivering. "I hit him." Ser-Piggy sounded shocked. "Grenn; did you see? Edd"
Edd-Tollett (Edd), Grenn (Grenn), 19390, "did you see? Edd; look; I hit him!"  "Put it between his ribs; Id say;" said Grenn"
Grenn (Grenn), Edd-Tollett (Tollett), 19447, "ribs; Id say;" said Grenn.  "Did I kill him?" the fat boy wanted to know.  Tollett"
Chett (Chett), Mance-Rayder (Mance-Rayder), 19848, "and died squeaking.  "You hit a tree;" Chett said. "Let see how you shoot when it Mance-Rayder"
Samwell-Tarly (Samwell), Edd-Tollett (Tollett), 20389, "that way for you doesnt mean Samwell will suffer the same."  "What are you talking about; Tollett"
Grenn (Grenn), Samwell-Tarly (Samwell-Tarly), 20557, "out on the ground and your dogs ate them?"  The big lout Grenn laughed; and even Samwell-Tarly"
Grenn (Grenn), Chett (Chett), 20592, "dogs ate them?"  The big lout Grenn laughed; and even Samwell-Tarly managed a weak little smile. Chett"
Samwell-Tarly (Samwell-Tarly), Chett (Chett), 20592, "dogs ate them?"  The big lout Grenn laughed; and even Samwell-Tarly managed a weak little smile. Chett"
Samwell-Tarly (Ser-Piggy), Edd-Tollett (Tollett), 20769, "all you want; Ser-Piggy. Well see who laughs tonight. He only wished he had time to kill Tollett"
Chett (Chett), Jeor-Mormont (Old-Bear), 21652, " We could cook the bloody dogs; Chett thought; but he kept his mouth shut until the Old-Bear"
Lark (Lark), Jeor-Mormont (Old-Bear), 22840, "circuit and returned to the dogs; he found Lark waiting for him. "The officers are in the Old-Bear"
Jeor-Mormont (Old-Bear), Chett (Chett), 22912, ""The officers are in the Old-Bear tent again; talking something fierce."  "That what they do;" said Chett"
Chett (Chett), Lark (Lark), 22994, "do;" said Chett. "Theyre highborn; all but Blane; they get drunk on words instead of wine."  Lark"
Chett (Chett), Lark (Lark), 23228, "cached any seed for the damn thing."  "It a raven;" said Chett. "It eats corpses."  Lark"
Lark (Lark), Chett (Chett), 23284, "said Chett. "It eats corpses."  Lark grinned. "His; might be?"  Or yours. It seemed to Chett"
Chett (Chett), Lark (Lark), 23340, " Or yours. It seemed to Chett that they needed the big man more than they needed Lark"
Chett (Chett), Paul (Small-Paul), 23373, "seemed to Chett that they needed the big man more than they needed Lark. "Stop fretting about Small-Paul"
Lark (Lark), Paul (Small-Paul), 23373, "seemed to Chett that they needed the big man more than they needed Lark. "Stop fretting about Small-Paul"
Dywen (Dywen), Chett (Chett), 23910, "own feast." By then he could smell supper.  Dywen was holding forth at the cookfire as Chett"
Chett (Chett), Donnel-Hill (Sweet-Donnel), 24874, "Maybe he was at that. Chett had no use for pretty boys; nor for bastards neither; but Sweet-Donnel"
Chett (Chett), Jeor-Mormont (Old-Bear), 25652, "Assemble at the central fire!"  Frowning; Chett finished his soup and followed the rest.  The Old-Bear"
Chett (Chett), Thoren-Smallwood (Smallwood), 25689, "Frowning; Chett finished his soup and followed the rest.  The Old-Bear stood before the fire with Smallwood"
Jeor-Mormont (Old-Bear), Thoren-Smallwood (Smallwood), 25689, "Frowning; Chett finished his soup and followed the rest.  The Old-Bear stood before the fire with Smallwood"
Chett (Chett), Qhorin-Halfhand (Qhorin-Halfhand), 27083, "must pray."  They know; thought Chett. You bloody old pus bag; they know; certain as sunrise. Qhorin-Halfhand"
Thoren-Smallwood (Smallwood), Mance-Rayder (Mance-Rayder), 27283, "wildlings will have wrung a song or two out of them by now.  Smallwood stepped forward. "Mance-Rayder"
Lark (Lark), Donnel-Hill (Donnel-Hill), 29345, "their breath; and firelight glinted off the steel. He was pleased to see Lark and Softfoot and Sweet-Donnel-Hill"
Jeor-Mormont (Old-Bear), Chett (Chett), 29739, "the sudden quiet the Old-Bear raven cawed loudly and once again said; "Die."  Clever bird; thought Chett"
Dywen (Dywen), Bannen (Bannen), 31300, "in the snow; or the game trail they meant to follow east? They wont need Dywen nor Bannen"
Chett (Chett), Qhorin-Halfhand (Qhorin-Half-hand), 33350, "Fist; to give warning of any approach. Jarman Buckwell back from the Giant Stair; Chett figured; or Qhorin-Half-hand"
Qhorin-Halfhand (Halfhand), Jon-Snow (Jon-Snow), 33460, "the Skirling Pass. A single blast of the horn meant brothers returning. If it was the Halfhand; Jon-Snow"
Jon-Snow (Jon-Snow), Samwell-Tarly (Sam-Tarly), 33497, "the horn meant brothers returning. If it was the Halfhand; Jon-Snow might be with him; alive.  Sam-Tarly"
Qhorin-Halfhand (Halfhand), Samwell-Tarly (Sam-Tarly), 33497, "the horn meant brothers returning. If it was the Halfhand; Jon-Snow might be with him; alive.  Sam-Tarly"
Harma (Harma), Mance-Rayder (Mance-Rayder), 34510, "big moon face made him want to laugh. "Bugger them all to seven hells. Bloody Harma. Bloody Mance-Rayder"
Harma (Harma), Thoren-Smallwood (Smallwood), 34528, "face made him want to laugh. "Bugger them all to seven hells. Bloody Harma. Bloody Mance-Rayder. Bloody Smallwood"
Mance-Rayder (Mance-Rayder), Thoren-Smallwood (Smallwood), 34528, "face made him want to laugh. "Bugger them all to seven hells. Bloody Harma. Bloody Mance-Rayder. Bloody Smallwood"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 36098, "Not that Jaime had ever seen her smiling. He amused himself by picturing her in one of Cersei"
Catelyn-Stark (Lady-Catelyn), Cleos-Frey (Ser-Cleos-Frey), 37540, "remembered listening to Lady-Catelyn command someone to raise the portcullis on the Water Gate. She was sending Ser-Cleos-Frey"
Brienne (Brienne), Jaime-Lannister (Ser-Jaime), 38342, "way to King Landing; wench?"  "You will call me Brienne. Not wench."  "My name is Ser-Jaime"
Cleos-Frey (Cleos), Genna (Genna), 38708, ""Cousin; remember your courtesies."  The Lannister blood runs thin in this one. Cleos was his Aunt Genna"
Cleos-Frey (Cleos), Emmon-Frey (Emmon-Frey), 38739, "The Lannister blood runs thin in this one. Cleos was his Aunt Genna son by that dullard Emmon-Frey"
Genna (Genna), Emmon-Frey (Emmon-Frey), 38739, "The Lannister blood runs thin in this one. Cleos was his Aunt Genna son by that dullard Emmon-Frey"
Emmon-Frey (Emmon-Frey), Tywin-Lannister (Lord-Tywin-Lannister), 38788, "one. Cleos was his Aunt Genna son by that dullard Emmon-Frey; who had lived in terror of Lord-Tywin-Lannister"
Genna (Genna), Tywin-Lannister (Lord-Tywin-Lannister), 38788, "one. Cleos was his Aunt Genna son by that dullard Emmon-Frey; who had lived in terror of Lord-Tywin-Lannister"
Tywin-Lannister (Lord-Tywin-Lannister), Walder-Frey (Lord-Walder-Frey), 38843, "dullard Emmon-Frey; who had lived in terror of Lord-Tywin-Lannister since the day he wed his sister. When Lord-Walder-Frey"
Walder-Frey (Lord-Walder-Frey), Emmon-Frey (Ser-Emmon-Frey), 38918, "wed his sister. When Lord-Walder-Frey had brought the Twins into the war on the side of Riverrun; Ser-Emmon-Frey"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 39038, "chosen his wife allegiance over his father. Casterly Rock got the worst of that bargain; Jaime reflected. Ser-Cleos"
Catelyn-Stark (Lady-Stark), Tyrion-Lannister (Tyrion), 39203, "courage of an especially brave ewe. Lady-Stark had promised him release if he delivered her message to Tyrion"
Catelyn-Stark (Lady-Stark), Cleos-Frey (Ser-Cleos), 39218, "an especially brave ewe. Lady-Stark had promised him release if he delivered her message to Tyrion; and Ser-Cleos"
Tyrion-Lannister (Tyrion), Cleos-Frey (Ser-Cleos), 39218, "an especially brave ewe. Lady-Stark had promised him release if he delivered her message to Tyrion; and Ser-Cleos"
Jaime-Lannister (Jaime), Catelyn-Stark (Lady-Catelyn), 39340, "Theyd all done a deal of vowing back in that cell; Jaime most of all. That was Lady-Catelyn"
Selwyn (Lord-of-Evenfall), Jaime-Lannister (Jaime), 41060, "father is Selwyn-of-Tarth; by the grace of the gods Lord-of-Evenfall." Even that was given grudgingly.  "Tarth;" Jaime"
Robb-Stark (Robb-of-Winterfell), Catelyn-Stark (Lady-Catelyn), 41223, "And Evenfall is sworn to Storm End. How is it that you serve Robb-of-Winterfell?"  "It is Lady-Catelyn"
Catelyn-Stark (Lady-Catelyn), Tyrion-Lannister (Tyrion), 41296, " "It is Lady-Catelyn I serve. And she commanded me to deliver you safe to your brother Tyrion"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 41461, "a bellyful of silence; woman."  "Talk with Ser-Cleos then. I have no words for monsters."  Jaime"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 41810, "Innocent? The wretched boy was spying on us. All Jaime had wanted was an hour alone with Cersei"
Robert-Baratheon (Robert), Tyrion-Lannister (Tyrion), 42007, "touch her; knowing that Robert stumbled drunkenly into her bed every night in that great creaking wheelhouse. Tyrion"
Cersei-Lannister (Cersei), Brienne (Brienne), 42169, "been enough. "You will be courteous as concerns Cersei; wench;" he warned her.  "My name is Brienne"
Brienne (Lady-Brienne), Jaime-Lannister (Jaime), 42340, ""My name is Brienne;" she repeated; dogged as a hound.  "Lady-Brienne?" She looked so uncomfortable that Jaime"
Jaime-Lannister (Jaime), Brienne (Ser-Brienne), 42381, "dogged as a hound.  "Lady-Brienne?" She looked so uncomfortable that Jaime sensed a weakness. "Or would Ser-Brienne"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 42659, "ride her into battle."  "Cousin Jaime; please; you ought not speak so roughly." Under his cloak; Ser-Cleos"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 43267, "you mean to make me gag you."  "She rude as well; isnt she; coz?" Jaime asked Ser-Cleos"
Cleos-Frey (Ser-Cleos), Brienne (Lady-Brienne), 43475, "face." Though behind my back they speak freely enough; I have no doubt.  Ser-Cleos coughed nervously. "Lady-Brienne"
Brienne (Lady-Brienne), Catelyn-Stark (Catelyn-Stark), 43509, "they speak freely enough; I have no doubt.  Ser-Cleos coughed nervously. "Lady-Brienne had those lies from Catelyn-Stark"
Cleos-Frey (Ser-Cleos), Catelyn-Stark (Catelyn-Stark), 43509, "they speak freely enough; I have no doubt.  Ser-Cleos coughed nervously. "Lady-Brienne had those lies from Catelyn-Stark"
Jaime-Lannister (Jaime), Bran (Bran), 44142, "know the meaning of honor."  Lickspittle. If truth be told; Jaime had come to rue heaving Bran"
Bran (Bran), Cersei-Lannister (Cersei), 44172, " Lickspittle. If truth be told; Jaime had come to rue heaving Bran Stark out that window. Cersei"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 44172, " Lickspittle. If truth be told; Jaime had come to rue heaving Bran Stark out that window. Cersei"
Eddard-Stark (Ned-Stark), Robert-Baratheon (Robert), 44675, "liar; and should worse come to worst Ill kill Ned-Stark."  "And then what do you imagine Robert"
Cersei-Lannister (Cersei), Jaime-Lannister (Jaime), 44810, "war with him if I must. The War for Cersei Cunt; the singers will call it."  "Jaime"
Cersei-Lannister (Cersei), Catelyn-Stark (Lady-Catelyn), 45231, "time the Stark boy had been forgotten.  Had Cersei remembered him afterward and hired this man Lady-Catelyn"
Brienne (Brienne), Jaime-Lannister (Jaime), 46257, "Lannister forces on the river; but it was the only sail they had. Brienne took the rudder. Jaime"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 46626, "in King Landing. I will return with the girls or not at all."  Jaime turned to Ser-Cleos"
Cleos-Frey (Cleos-Frey), Jaime-Lannister (Jaime-Lannister), 46949, "take the hair off my head."  "Youd be shaved bald?" asked Cleos-Frey.  "The realm knows Jaime-Lannister"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 47466, "vanished; a louse went crawling down his neck. Jaime caught it and crushed it against his thumbnail. Ser-Cleos"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 47534, "crushed it against his thumbnail. Ser-Cleos picked others from his scalp and flicked them into the water. Jaime"
Jaime-Lannister (Jaime), Cleos-Frey (Ser-Cleos), 47569, "picked others from his scalp and flicked them into the water. Jaime doused his head and made Ser-Cleos"
Cersei-Lannister (Cersei), Cleos-Frey (Ser-Cleos), 48008, "not remember. I dont look as much like Cersei this way. Shell hate that.  By midday; Ser-Cleos"
Cleos-Frey (Ser-Cleos), Jaime-Lannister (Jaime), 48071, "way. Shell hate that.  By midday; Ser-Cleos had fallen asleep. His snores sounded like ducks mating. Jaime"
Jaime-Lannister (Jaime), Brienne (Brienne), 51053, "knights see worse every time they ride to war; wench;" said Jaime. "And do worse; yes."  Brienne"
Brienne (Brienne), Jaime-Lannister (Jaime), 51343, "landed upstream of where the great oak leaned out over the water. As Brienne lowered the sail; Jaime"
Hoster-Tully (Hoster-Tully), Brienne (Brienne), 51811, "unsteady when he put his weight upon them. I was too bloody long in Hoster-Tully dungeon.  Brienne"
Brienne (Brienne), Cleos-Frey (Cleos), 51821, "he put his weight upon them. I was too bloody long in Hoster-Tully dungeon.  Brienne and Cleos"
Hoster-Tully (Hoster-Tully), Cleos-Frey (Cleos), 51821, "he put his weight upon them. I was too bloody long in Hoster-Tully dungeon.  Brienne and Cleos"
Jaime-Lannister (Jaime), Tyrion-Lannister (Tyrion), 52780, "charred black. Smoke still rose from the ashes.  Jaime left brothels and whores to his brother Tyrion"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 52788, "black. Smoke still rose from the ashes.  Jaime left brothels and whores to his brother Tyrion; Cersei"
